withdrawal_pumps_CP
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,11047.96841835615,0.0,0.0,0.0,0.0]
[297.3794927535463,0.0,22393.98721368206,0.0,0.0,0.0]
[0.0,1447.7706538031289,0.0,0.0,0.0,0.0]
[56943.30293160811,0.0,0.0,0.0,0.0,5728.76677594728]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,20642.663282286965,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,55702.92952133514]
[0.0,0.0,0.0,28438.14200578707,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,54632.738832162395,0.0,0.0]
[42311.69858642112,2876.6800443275765,0.0,9702.72371519774,0.0,851.9496537958572]
[0.0,58804.7355598778,0.0,0.0,0.0,0.0]
[0.0,0.0,57724.58080051844,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,27411.682399748195,0.0]
[0.0,0.0,34891.40195798585,0.0,26108.661823419803,18939.40336511605]
[0.0,0.0,0.0,0.0,0.0,51.05839311083851]
[600.8773870962389,0.0,9987.434506037407,0.0,0.0,0.0]
[0.0,0.0,7950.846685277429,309.23739062324637,0.0,0.0]
[0.0,26436.34640924213,0.0,0.0,0.0,69067.07552730176]
[0.0,0.0,41499.80526359984,10617.08624478411,0.0,58782.74784651306]
[0.0,0.0,0.0,0.0,0.0,0.0]
[60891.4382158004,0.0,57034.89385968674,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,41045.046820319774,0.0,0.0,0.0,28951.543417250898]
[62317.51078792636,0.0,0.0,0.0,0.0,0.0]
[0.0,8850.714179524706,0.0,0.0,0.0,0.0]
[59604.644788842124,0.0,0.0,0.0,10520.552852796158,0.0]
[978.5365647942423,0.0,0.0,0.0,53210.916580053585,0.0]
[0.0,0.0,8936.835514419676,0.0,19961.223979407292,8741.742027058695]
[0.0,0.0,904.9159112800418,0.0,0.0,0.0]
[0.0,0.0,30787.656460067417,0.0,0.0,0.0]
[8681.177526177744,2707.810150190403,0.0,0.0,0.0,0.0]
[57491.13900456854,0.0,0.0,5762.936404583731,0.0,433.92759206358215]
[0.0,0.0,0.0,0.0,0.0,0.0]
[29255.295072963712,0.0,0.0,0.0,0.0,217.06196007245165]
[0.0,0.0,492.52143629126545,0.0,830.8454808868677,52819.57589642112]
[0.0,0.0,7399.157881937225,0.0,65959.33502239181,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,61284.11330239206,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,52844.361310039356,0.0,0.0]
[0.0,30937.863737145308,204.99576814329717,0.0,0.0,0.0]
[0.0,0.0,25200.9293327798,69224.6372909495,0.0,0.0]
[0.0,614.1892916922782,25223.873623833395,0.0,4135.940684786772,0.0]
[0.0,22096.58389315901,0.0,1521.8041474373636,0.0,0.0]
[0.0,19.551893970752218,0.0,0.0,0.0,28374.956893963288]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,61781.30708751465,0.0,0.0,0.0]
[25.025701946621982,0.0,52720.36884366766,0.0,0.0,0.0]
[10974.396741841105,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,540.1477024907298,0.0,7248.538843716088,0.0]
[0.0,54770.540211465384,0.0,0.0,63.18803940903469,0.0]
[0.0,0.0,61013.77522992103,67927.08065774014,0.0,0.0]
[0.0,52121.50598708318,0.0,0.0,0.0,0.0]
[0.0,9864.203127537043,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,4054.9841449721503,29447.093159064072,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[6539.051429067938,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,67995.63268537058,432.97608935674344,0.0,0.0]
[0.0,0.0,0.0,0.0,13274.394996455834,51339.24688130247]
[3663.1754079685,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,3978.4816590519135,0.0,0.0]
[0.0,0.0,14181.828806215626,0.0,0.0,0.0]
[6476.99005051205,0.0,0.0,0.0,0.0,108.33023485064955]
[663.6206217446613,0.0,0.0,2665.746483906282,0.0,0.0]
[0.0,0.0,26988.485227678655,4526.372620001497,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,722.090378414097,0.0,0.0]
