withdrawal_pumps_NC
[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[2644.503011049202,2057.1909527260204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.694146515125,0.0,0.0,0.0,0.0]
[150534.79682594026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.802485548824,0.0,0.0,0.0,55278.3635647898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,1721.30434715869,0.0,0.0,0.0,0.0,9599.866275269243,0.0,0.0,0.0,30795.4397261912,0.0,0.0,0.0,95644.7558222833,0.0,0.0,0.0,10605.63416052595]
[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.1151661486056,0.0,0.0,0.0,0.0,0.0,8590.344774345336,0.0,0.0,0.0,0.0,0.0]
[4329.791818045288,0.0,108277.96743689221,0.0,0.0,32816.686648440584,0.0,0.0,0.0,0.0,61734.39633581222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,65705.63665780472,0.0,31105.70338399358,32334.445888661056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[0.0,0.0,0.0,0.0,0.0,70802.82966704079,6165.546058183283,0.0,22964.39025142798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20468.41728010455,0.0,0.0]
[0.0,0.0,0.0,10079.521766499744,0.0,22465.075292559304,7854.860555045825,0.0,0.0,24131.32494959829,21337.428019205163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8421.120846719248]
[39330.64116056943,25819.735576358235,0.0,0.0,0.0,0.0,0.0,0.0,83188.0563016257,0.0,24504.658061712726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18150.129166312476,0.0,14628.50296993746]
[0.0,0.0,0.0,0.0,45098.54398630802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[45984.94601070353,0.0,0.0,0.0,0.0,63316.798921845104,0.0,0.0,0.0,0.0,0.0,0.0,6412.407042148513,0.0,81350.9052477961,0.0,0.0,0.0,9184.771630322091,14274.17800918972,0.0]
[0.0,68367.07737659775,57006.48649613051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33883.62285060166,0.0,29705.89377644212,18089.915959488975,12534.301292545935,0.0,16597.678220937116,0.0,8949.256634526311,10636.182478326078]
