f1_daily_withdrawal
0.0
2644.503011049202
150534.79682594026
0.0
0.0
4329.791818045288
0.0
0.0
0.0
39330.64116056943
0.0
45984.94601070353
0.0
0.0
0.0
0.0
27345.229041181778
0.0
51590.00250402325
0.0
52693.80141634569
0.0
120931.47117855675
0.0
10210.683007056236
0.0
16703.381470284898
0.0
0.0
0.0
10972.60471391304
0.0
0.0
0.0
0.0
2668.7888016970555
0.0
0.0
0.0
0.0
519.4045810505388
6404.565021616592
0.0
0.0
24032.24512052061
0.0
9635.832394135126
0.0
0.0
0.0
0.0
53259.725546016394
0.0
0.0
0.0
0.0
0.0
0.0
41369.43310614394
0.0
0.0
0.0
1331.9533643626382
0.0
0.0
0.0
8277.00958102605
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
33439.50434974658
60145.43426530234
7549.4814253936265
0.0
0.0
0.0
0.0
0.0
16472.38689182073
0.0
0.0
25723.831170321897
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
290.0509453261002
0.0
0.0
19518.216351580013
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
113209.34241035477
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
67500.50874142756
0.0
0.0
0.0
0.0
0.0
0.0
51200.35555556058
14010.097442100461
0.0
0.0
0.0
0.0
8824.65127104682
0.0
0.0
0.0
0.0
0.0
0.0
38487.798379274434
0.0
0.0
11621.578445150497
0.0
0.0
0.0
0.0
72035.48148303518
19326.435313832822
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
63566.24068962871
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10000.703673103768
0.0
0.0
0.0
5920.785233895177
52002.10564398023
389.18192093638027
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
39066.927708010226
0.0
0.0
0.0
0.0
0.0
868.6831878829379
0.0
0.0
0.0
0.0
0.0
10798.311128215022
0.0
20640.263688304767
0.0
18434.44137406072
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
43566.0682012354
0.0
0.0
0.0
1514.878992363249
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
145200.09719175662
0.0
51938.41187986421
52184.5139460805
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10525.921193553431
0.0
0.0
0.0
0.0
0.0
