f11_daily_withdrawal
0.0
0.0
0.0
0.0
0.0
0.0
31105.70338399358
6165.546058183283
7854.860555045825
0.0
0.0
0.0
0.0
58566.77328873219
16507.61961250263
0.0
0.0
57884.08414819059
0.0
0.0
0.0
0.0
40209.00140439103
0.0
0.0
6785.128837059737
0.0
0.0
0.0
57105.932157366704
0.0
28819.13472226333
0.0
0.0
0.0
0.0
0.0
10824.654247021796
0.0
0.0
0.0
0.0
0.0
0.0
2265.853498239433
0.0
0.0
0.0
28968.419988114372
0.0
0.0
0.0
5742.567470181089
0.0
0.0
0.0
0.0
0.0
0.0
0.0
110452.0107254661
38305.429317910544
0.0
0.0
0.0
1319.4471968839018
0.0
0.0
0.0
0.0
107.24550242678097
0.0
0.0
0.0
0.0
0.0
8911.460093344725
0.0
0.0
634.2203103975481
0.0
0.0
0.0
0.0
0.0
0.0
0.0
55353.488512857824
0.0
7851.918522226036
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4039.785729971232
0.0
0.0
0.0
60061.47357079308
0.0
0.0
10632.985418378441
0.0
0.0
0.0
0.0
58904.37142862558
0.0
0.0
0.0
0.0
0.0
53902.11712002831
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
31700.57742528544
0.0
0.0
0.0
0.0
0.0
62290.93279232689
55466.68863324566
49283.43050101779
0.0
0.0
0.0
58789.92760784383
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
67695.2188128779
66661.66577658031
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
67540.17088176716
126330.51127907519
0.0
0.0
36179.99593033331
4273.460521859963
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
977.2228625386557
0.0
0.0
2329.7732147789757
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4459.334828793571
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
50610.625654967575
0.0
0.0
69760.95314028792
37158.44826360251
0.0
0.0
0.0
0.0
4230.074939650995
0.0
0.0
0.0
0.0
0.0
55133.92714506192
0.0
0.0
0.0
52320.60728561305
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
455.86572792714435
0.0
0.0
57613.73751071284
0.0
0.0
0.0
12510.913145402927
14992.634177671864
0.0
0.0
0.0
56316.72101286562
0.0
38508.711603282165
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
54739.1141406256
