1,01/mai,0.0
1,01/mai,0.0
1,01/mai,0.0
1,01/mai,0.0
2,02/mai,0.0
2,02/mai,0.0
2,02/mai,0.0
2,02/mai,0.0
3,03/mai,0.0
3,03/mai,0.0
3,03/mai,0.0
3,03/mai,0.0
4,04/mai,7066.988784794338
4,04/mai,0.0
4,04/mai,12058.279810898708
4,04/mai,0.0
5,05/mai,0.0
5,05/mai,0.0
5,05/mai,0.0
5,05/mai,0.0
6,06/mai,0.0
6,06/mai,0.0
6,06/mai,0.0
6,06/mai,0.0
7,07/mai,0.0
7,07/mai,0.0
7,07/mai,0.0
7,07/mai,0.0
8,08/mai,0.0
8,08/mai,0.0
8,08/mai,14452.905545156067
8,08/mai,0.0
9,09/mai,0.0
9,09/mai,0.0
9,09/mai,11563.22462847275
9,09/mai,0.0
10,10/mai,0.0
10,10/mai,0.0
10,10/mai,0.0
10,10/mai,0.0
11,11/mai,0.0
11,11/mai,0.0
11,11/mai,13390.243774913008
11,11/mai,0.0
12,12/mai,0.0
12,12/mai,0.0
12,12/mai,0.0
12,12/mai,0.0
13,13/mai,0.0
13,13/mai,0.0
13,13/mai,0.0
13,13/mai,0.0
14,14/mai,0.0
14,14/mai,0.0
14,14/mai,0.0
14,14/mai,0.0
15,15/mai,0.0
15,15/mai,0.0
15,15/mai,0.0
15,15/mai,0.0
16,16/mai,3255.3444213884322
16,16/mai,0.0
16,16/mai,0.0
16,16/mai,21358.769450104202
17,17/mai,0.0
17,17/mai,0.0
17,17/mai,0.0
17,17/mai,0.0
18,18/mai,0.0
18,18/mai,15014.13241334815
18,18/mai,29208.351046326727
18,18/mai,0.0
19,19/mai,0.0
19,19/mai,0.0
19,19/mai,0.0
19,19/mai,0.0
20,20/mai,0.0
20,20/mai,0.0
20,20/mai,0.0
20,20/mai,0.0
21,21/mai,0.0
21,21/mai,0.0
21,21/mai,49399.00445884085
21,21/mai,0.0
22,22/mai,0.0
22,22/mai,17524.405722206604
22,22/mai,0.0
22,22/mai,0.0
23,23/mai,0.0
23,23/mai,0.0
23,23/mai,0.0
23,23/mai,0.0
24,24/mai,0.0
24,24/mai,0.0
24,24/mai,0.0
24,24/mai,18402.79957871255
25,25/mai,0.0
25,25/mai,413.6500539640123
25,25/mai,0.0
25,25/mai,0.0
26,26/mai,7263.442004526706
26,26/mai,0.0
26,26/mai,0.0
26,26/mai,0.0
27,27/mai,3976.27931482079
27,27/mai,41472.75136616179
27,27/mai,0.0
27,27/mai,0.0
28,28/mai,0.0
28,28/mai,0.0
28,28/mai,0.0
28,28/mai,109494.10427232357
29,29/mai,0.0
29,29/mai,433.18480400420873
29,29/mai,0.0
29,29/mai,0.0
30,30/mai,0.0
30,30/mai,0.0
30,30/mai,0.0
30,30/mai,0.0
31,31/mai,0.0
31,31/mai,11832.013678870431
31,31/mai,12269.660868004423
31,31/mai,0.0
32,01/jun,0.0
32,01/jun,0.0
32,01/jun,18349.48890967789
32,01/jun,96881.97686232258
33,02/jun,0.0
33,02/jun,14468.9528374099
33,02/jun,0.0
33,02/jun,0.0
34,03/jun,15080.265019981529
34,03/jun,57791.67143480114
34,03/jun,103381.85484174799
34,03/jun,0.0
35,04/jun,37804.56521288553
35,04/jun,46012.784920577644
35,04/jun,22917.491980049042
35,04/jun,0.0
36,05/jun,94865.27781795515
36,05/jun,14669.486024870068
36,05/jun,28482.038402203165
36,05/jun,22809.720751113764
37,06/jun,60112.00474451862
37,06/jun,14876.547962869368
37,06/jun,23421.43844331334
37,06/jun,21477.429934489097
38,07/jun,0.0
38,07/jun,41216.19339190944
38,07/jun,0.0
38,07/jun,97715.3744088209
39,08/jun,0.0
39,08/jun,29626.570340389604
39,08/jun,38456.298249934276
39,08/jun,15531.044787466857
40,09/jun,32048.838783433926
40,09/jun,107138.42838344465
40,09/jun,37734.84989718927
40,09/jun,92851.35660400067
41,10/jun,0.0
41,10/jun,0.0
41,10/jun,46529.051465522374
41,10/jun,0.0
42,11/jun,109128.60318993601
42,11/jun,19600.607165930825
42,11/jun,0.0
42,11/jun,0.0
43,12/jun,0.0
43,12/jun,4612.871860679892
43,12/jun,0.0
43,12/jun,0.0
44,13/jun,14447.094350827756
44,13/jun,0.0
44,13/jun,106555.25427779827
44,13/jun,0.0
45,14/jun,0.0
45,14/jun,0.0
45,14/jun,0.0
45,14/jun,0.0
46,15/jun,21857.474343788577
46,15/jun,0.0
46,15/jun,9910.612093565816
46,15/jun,28389.680358832178
47,16/jun,0.0
47,16/jun,50280.71830243982
47,16/jun,18175.51982855556
47,16/jun,22498.186659786228
48,17/jun,0.0
48,17/jun,0.0
48,17/jun,0.0
48,17/jun,13200.103139675592
49,18/jun,35246.05522832368
49,18/jun,114749.61895955868
49,18/jun,0.0
49,18/jun,11.367431169527903
50,19/jun,3922.6092308468956
50,19/jun,27132.831878730773
50,19/jun,35911.48583577209
50,19/jun,0.0
51,20/jun,32508.448420220477
51,20/jun,118931.62778679973
51,20/jun,52871.96861387746
51,20/jun,18931.14532547843
52,21/jun,25518.53945349767
52,21/jun,43900.91281597915
52,21/jun,57451.19105472483
52,21/jun,49736.005779097235
53,22/jun,0.0
53,22/jun,0.0
53,22/jun,17640.449659507038
53,22/jun,28087.46253848477
54,23/jun,17806.091568097923
54,23/jun,35672.111198873405
54,23/jun,0.0
54,23/jun,66236.26982227722
55,24/jun,49387.7137046719
55,24/jun,0.0
55,24/jun,20260.954421979746
55,24/jun,0.0
56,25/jun,34068.9665348527
56,25/jun,43844.45225238364
56,25/jun,35194.691778125234
56,25/jun,0.0
57,26/jun,11675.226074693974
57,26/jun,0.0
57,26/jun,28397.920783850197
57,26/jun,21063.73729289564
58,27/jun,34516.93870453933
58,27/jun,0.0
58,27/jun,13839.707770921772
58,27/jun,23332.038346887843
59,28/jun,18699.155808282758
59,28/jun,24343.07674291563
59,28/jun,23038.642616478024
59,28/jun,6870.65351148406
60,29/jun,0.0
60,29/jun,20620.66936056621
60,29/jun,26085.206023021412
60,29/jun,37656.74479371589
61,30/jun,0.0
61,30/jun,0.0
61,30/jun,0.0
61,30/jun,51637.13824199167
62,01/jul,27358.066125295278
62,01/jul,11797.507699414837
62,01/jul,27901.76610840243
62,01/jul,0.0
63,02/jul,2972.584123740192
63,02/jul,0.0
63,02/jul,2387.6741932670357
63,02/jul,0.0
64,03/jul,24904.777189947694
64,03/jul,0.0
64,03/jul,0.0
64,03/jul,7108.506889009242
65,04/jul,42863.395872892615
65,04/jul,14082.793681762068
65,04/jul,47353.198243362705
65,04/jul,38125.05039270548
66,05/jul,0.0
66,05/jul,0.0
66,05/jul,106484.71491909305
66,05/jul,0.0
67,06/jul,28305.03053971796
67,06/jul,21519.206080973887
67,06/jul,77863.49114115594
67,06/jul,36573.059559196096
68,07/jul,14629.15959735568
68,07/jul,8057.079073282404
68,07/jul,22524.814719059315
68,07/jul,0.0
69,08/jul,0.0
69,08/jul,0.0
69,08/jul,31840.193098464908
69,08/jul,0.0
70,09/jul,79265.97424186234
70,09/jul,45146.9140053619
70,09/jul,0.0
70,09/jul,0.0
71,10/jul,40334.7672386053
71,10/jul,0.0
71,10/jul,0.0
71,10/jul,0.0
72,11/jul,0.0
72,11/jul,37780.01112027894
72,11/jul,49112.790964773216
72,11/jul,110843.70508495382
73,12/jul,0.0
73,12/jul,36460.29791697038
73,12/jul,5319.313749753199
73,12/jul,29236.179498996527
74,13/jul,0.0
74,13/jul,0.0
74,13/jul,28585.457028331686
74,13/jul,0.0
75,14/jul,112904.55548679353
75,14/jul,357.9318049107141
75,14/jul,562.2776816990986
75,14/jul,29832.174433561297
76,15/jul,83494.84164222391
76,15/jul,0.0
76,15/jul,104883.58342232333
76,15/jul,12311.34320952562
77,16/jul,0.0
77,16/jul,25836.702583647464
77,16/jul,89312.29792053776
77,16/jul,45879.36658054495
78,17/jul,51073.60904856555
78,17/jul,39869.35565031461
78,17/jul,46364.32145250343
78,17/jul,118572.55002937125
79,18/jul,19803.582091369448
79,18/jul,0.0
79,18/jul,36865.7812768171
79,18/jul,31812.097938691604
80,19/jul,28199.880747636813
80,19/jul,0.0
80,19/jul,84495.60724696754
80,19/jul,12768.237629771727
81,20/jul,0.0
81,20/jul,0.0
81,20/jul,65596.26884480492
81,20/jul,6767.739743712781
82,21/jul,13094.92004335233
82,21/jul,0.0
82,21/jul,45383.9052438014
82,21/jul,91415.7029129862
83,22/jul,4858.711296331016
83,22/jul,0.0
83,22/jul,0.0
83,22/jul,18438.44987567703
84,23/jul,47878.04170798959
84,23/jul,0.0
84,23/jul,0.0
84,23/jul,88363.24601730588
85,24/jul,62180.764537575735
85,24/jul,0.0
85,24/jul,40645.465584039666
85,24/jul,26676.442953680074
86,25/jul,16259.014725053103
86,25/jul,10236.546783846457
86,25/jul,3785.337290250658
86,25/jul,20942.38112821212
87,26/jul,8078.536631677133
87,26/jul,0.0
87,26/jul,32341.197623752196
87,26/jul,0.0
88,27/jul,34375.42442612462
88,27/jul,0.0
88,27/jul,0.0
88,27/jul,43517.71178562717
89,28/jul,0.0
89,28/jul,88392.27386450283
89,28/jul,2841.6868821125577
89,28/jul,0.0
90,29/jul,0.0
90,29/jul,89626.19993071095
90,29/jul,9066.02901983511
90,29/jul,22551.075398686957
91,30/jul,0.0
91,30/jul,0.0
91,30/jul,21016.08181036554
91,30/jul,0.0
92,31/jul,0.0
92,31/jul,0.0
92,31/jul,156514.8887042115
92,31/jul,21407.96128314229
93,01/ago,0.0
93,01/ago,0.0
93,01/ago,27900.961686176433
93,01/ago,92564.17913448287
94,02/ago,52745.18081727187
94,02/ago,0.0
94,02/ago,0.0
94,02/ago,0.0
95,03/ago,0.0
95,03/ago,0.0
95,03/ago,0.0
95,03/ago,0.0
96,04/ago,3323.5483661194103
96,04/ago,0.0
96,04/ago,0.0
96,04/ago,0.0
97,05/ago,0.0
97,05/ago,0.0
97,05/ago,0.0
97,05/ago,0.0
98,06/ago,0.0
98,06/ago,0.0
98,06/ago,118458.07528632657
98,06/ago,0.0
99,07/ago,32897.38184349173
99,07/ago,0.0
99,07/ago,35843.97123923731
99,07/ago,0.0
100,08/ago,83263.49697189445
100,08/ago,0.0
100,08/ago,0.0
100,08/ago,0.0
101,09/ago,0.0
101,09/ago,0.0
